25,0.9581123848854107,226802,11,7,0.09439375125633487,0.5206293673637195,0.08882035827463408,0.217934433958481,0.9501520349992505,0,0,40,0.21978097422780318
38,0.9581123848854107,89814,0.9899278116331831,9,0.8688117380089957,0.7393229886503017,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,50,0.21978097422780318,0.9867452914723094
28,0.03637233106401716,336951,0.9972586262349381,12,0.8688117380089957,0.552372592522395,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318
44,0.9581123848854107,160323,0.36865948609150934,10,0.8688117380089957,0.5206293673637195,0.32818068392264843,0.217934433958481,0.9501520349992505,7688,0,40,0.21978097422780318,0.2995663233422503
18,0.34285756678602763,103497,0.36865948609150934,10,0.09439375125633487,0.34285756678602763,0.08882035827463408,0.7312799200998745,0.26253982265836195,0,0,30,0.21978097422780318,0.9867452914723094
34,0.9581123848854107,198693,10,6,0.09439375125633487,0.5878906782105608,0.7433829557144165,0.7312799200998745,0.9501520349992505,0,0,30,0.21978097422780318,0.9867452914723094
29,0.34285756678602763,227026,0.9899278116331831,9,0.09439375125633487,0.34285756678602763,0.5258764916151895,0.217934433958481,0.9501520349992505,0,0,40,0.21978097422780318,0.9867452914723094
63,0.8811824315800674,104626,0.6536559578853567,15,0.8688117380089957,0.5978917176445866,0.32818068392264843,0.7312799200998745,0.9501520349992505,3103,0,32,0.21978097422780318,0.2995663233422503
24,0.9581123848854107,369667,0.36865948609150934,10,0.09439375125633487,0.5878906782105608,0.5258764916151895,0.7312799200998745,0.26253982265836195,0,0,40,0.21978097422780318,0.9867452914723094
55,0.9581123848854107,104996,7,4,0.8688117380089957,0.49569304545543824,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,10,0.21978097422780318,0.9867452914723094
65,0.9581123848854107,184454,0.9899278116331831,9,0.8688117380089957,0.5206293673637195,0.32818068392264843,0.7312799200998745,0.9501520349992505,6418,0,40,0.21978097422780318,0.2995663233422503
36,0.24231109804186368,212465,0.9637039510222569,13,0.8688117380089957,0.5780803549025157,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318,0.9867452914723094
26,0.9581123848854107,82091,0.9899278116331831,9,0.09439375125633487,0.5780803549025157,0.7433829557144165,0.7312799200998745,0.26253982265836195,0,0,39,0.21978097422780318,0.9867452914723094
58,0.34285756678602763,299831,0.9899278116331831,9,0.8688117380089957,0.34285756678602763,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,35,0.21978097422780318,0.9867452914723094
48,0.9581123848854107,279724,0.9899278116331831,9,0.8688117380089957,0.5206293673637195,0.32818068392264843,0.7312799200998745,0.9501520349992505,3103,0,48,0.21978097422780318,0.2995663233422503
43,0.9581123848854107,346189,0.7117872391213325,14,0.8688117380089957,0.5868191317540643,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,50,0.21978097422780318,0.2995663233422503
20,0.764964678030027,444554,0.36865948609150934,10,0.09439375125633487,0.5878906782105608,0.08882035827463408,0.7312799200998745,0.9501520349992505,0,0,25,0.21978097422780318,0.9867452914723094
43,0.9581123848854107,128354,0.9899278116331831,9,0.8688117380089957,0.5780803549025157,0.44582150731900727,0.7312799200998745,0.26253982265836195,0,0,30,0.21978097422780318,0.9867452914723094
37,0.9581123848854107,60548,0.9899278116331831,9,0.3613982000095015,0.5206293673637195,0.5258764916151895,0.7312799200998745,0.26253982265836195,0,0,20,0.21978097422780318,0.9867452914723094
40,0.9581123848854107,85019,0.7814532275468797,16,0.8688117380089957,0.5978917176445866,0.32818068392264843,0.3941636217534201,0.9501520349992505,0,0,45,0.34285756678602763,0.2995663233422503
34,0.9581123848854107,107914,0.9637039510222569,13,0.8688117380089957,0.05256129323898895,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,47,0.21978097422780318,0.2995663233422503
34,0.9581123848854107,238588,0.36865948609150934,10,0.09439375125633487,0.5878906782105608,0.08882035827463408,0.217934433958481,0.26253982265836195,0,0,35,0.21978097422780318,0.9867452914723094
72,0.34285756678602763,132015,7,4,0.18223442442078897,0.34285756678602763,0.7433829557144165,0.7312799200998745,0.26253982265836195,0,0,6,0.21978097422780318,0.9867452914723094
25,0.9581123848854107,220931,0.9637039510222569,13,0.09439375125633487,0.5978917176445866,0.7433829557144165,0.7312799200998745,0.9501520349992505,0,0,43,0.6619172632930623,0.9867452914723094
25,0.9581123848854107,205947,0.9637039510222569,13,0.8688117380089957,0.5978917176445866,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318,0.9867452914723094
45,0.8811824315800674,432824,0.9899278116331831,9,0.8688117380089957,0.49569304545543824,0.32818068392264843,0.7312799200998745,0.9501520349992505,7298,0,90,0.21978097422780318,0.2995663233422503
22,0.9581123848854107,236427,0.9899278116331831,9,0.09439375125633487,0.5780803549025157,0.08882035827463408,0.7312799200998745,0.9501520349992505,0,0,20,0.21978097422780318,0.9867452914723094
23,0.9581123848854107,134446,0.9899278116331831,9,0.151415277420762,0.5206293673637195,0.5258764916151895,0.217934433958481,0.9501520349992505,0,0,54,0.21978097422780318,0.9867452914723094
54,0.9581123848854107,99516,0.9899278116331831,9,0.8688117380089957,0.49569304545543824,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,35,0.21978097422780318,0.9867452914723094
32,0.8811824315800674,109282,0.36865948609150934,10,0.09439375125633487,0.5978917176445866,0.7433829557144165,0.7312799200998745,0.9501520349992505,0,0,60,0.21978097422780318,0.9867452914723094
46,0.764964678030027,106444,0.36865948609150934,10,0.8688117380089957,0.5868191317540643,0.32818068392264843,0.217934433958481,0.9501520349992505,7688,0,38,0.21978097422780318,0.2995663233422503
56,0.8811824315800674,186651,11,7,0.3613982000095015,0.5878906782105608,0.5258764916151895,0.7312799200998745,0.26253982265836195,0,0,50,0.21978097422780318,0.9867452914723094
24,0.8811824315800674,188274,0.9637039510222569,13,0.09439375125633487,0.2814253130849287,0.7433829557144165,0.7312799200998745,0.9501520349992505,0,0,50,0.21978097422780318,0.9867452914723094
23,0.03637233106401716,258120,0.36865948609150934,10,0.8688117380089957,0.552372592522395,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318,0.9867452914723094
26,0.9581123848854107,43311,0.9899278116331831,9,0.18223442442078897,0.5868191317540643,0.5258764916151895,0.7312799200998745,0.26253982265836195,0,0,40,0.21978097422780318,0.9867452914723094
65,0.34285756678602763,191846,0.9899278116331831,9,0.8688117380089957,0.34285756678602763,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318,0.9867452914723094
36,0.03637233106401716,403681,0.9637039510222569,13,0.8688117380089957,0.5978917176445866,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318,0.2995663233422503
22,0.9581123848854107,248446,5,3,0.09439375125633487,0.8329849386337431,0.7433829557144165,0.7312799200998745,0.9501520349992505,0,0,50,0.26068022074322217,0.9867452914723094
17,0.9581123848854107,269430,10,6,0.09439375125633487,0.5206293673637195,0.7433829557144165,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318,0.9867452914723094
20,0.9581123848854107,257509,0.9899278116331831,9,0.09439375125633487,0.49569304545543824,0.08882035827463408,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318,0.9867452914723094
65,0.9581123848854107,136384,0.7117872391213325,14,0.8688117380089957,0.5978917176445866,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,50,0.21978097422780318,0.2995663233422503
44,0.35679217175252886,120277,0.575749652524151,11,0.8688117380089957,0.2814253130849287,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,45,0.21978097422780318,0.2995663233422503
36,0.9581123848854107,465326,0.9899278116331831,9,0.8688117380089957,0.7393229886503017,0.32818068392264843,0.7312799200998745,0.9501520349992505,0,0,40,0.21978097422780318,0.9867452914723094
